Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
32317-VAN,Female,52,No,Vancouver,13,33,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80,80,0,0,35.71,115.71,Churned,Competitor,Competitor had better devices
45339-STJ,Female,29,Yes,St. John's,11,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,19.8,58.15,0,0,45.36,103.51,Churned,Price,Long distance charges
97003-BRA,Female,28,Yes,Brampton,11,19,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,1058.25,0,110,145.3,1313.55,Churned,Competitor,Competitor had better devices
23155-MON,Female,25,No,Montreal,10,7,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0,0,1993.04,6085.89,Churned,Attitude,Attitude of support person
24525-HAM,Female,38,No,Hamilton,14,30,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.1,1949.4,0,0,649.88,2599.28,Stayed,,
43117-SAS,Female,27,No,Saskatoon,10,36,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,106.1,7548.6,23.39,0,515.52,8040.73,Stayed,,
84843-CHA,Female,57,Yes,Charlottetown,11,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0,0,4.53,79.63,Joined,,
33122-RIC,Male,63,No,Richmond,10,16,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,2066,0,0,587.34,2653.34,Stayed,,
43920-HAL,Female,38,No,Halifax,9,3,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,49.9,0,0,9,58.9,Joined,,
73444-RIC,Female,48,No,Richmond,3,21,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,89.1,0,0,16.06,105.16,Churned,Other,Moved
99962-STJ,Female,63,No,St. John's,7,1,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,91.6,4627.8,0,60,937.04,5624.84,Stayed,,
71410-SUR,Male,34,Yes,Surrey,0,35,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1037.75,0,0,10.9,1048.65,Churned,Dissatisfaction,Lack of self-service on Website
37048-VAN,Female,30,Yes,Vancouver,0,4,,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49.25,208.45,0,0,152.04,360.49,Stayed,,
63602-SUR,Female,19,No,Surrey,4,2,Deal 1,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,0,0,4121.08,Stayed,,
42637-CAL,Male,38,No,Calgary,14,17,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.95,1258.15,0,0,1808.4,3066.55,Stayed,,
99722-MCT,Male,73,Yes,Moncton,3,17,Deal 5,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.4,581.7,0,0,204.56,786.26,Stayed,,
88944-HAM,Female,29,Yes,Hamilton,9,31,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,1068.85,0,0,320.7,1389.55,Churned,Competitor,Competitor offered higher download speeds
94609-HAM,Female,45,No,Hamilton,1,11,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.65,60.65,0,0,91.02,151.67,Joined,,
96822-SUR,Female,73,Yes,Surrey,3,21,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.4,1548.65,0,0,2373.76,3922.41,Stayed,,
22994-WIN,Female,37,No,Winnipeg,4,20,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,0,0,2787.18,9724.03,Stayed,,
39868-KEL,Female,31,Yes,Kelowna,5,25,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.65,4520.15,33.13,0,1767.92,6254.94,Stayed,,
48939-MCT,Female,38,Yes,Moncton,1,6,,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.95,49.95,0,0,44.98,94.93,Joined,,
82252-CAL,Male,58,No,Calgary,0,5,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,3512.5,0,0,766.8,4279.3,Stayed,,
68752-SAS,Female,19,No,Saskatoon,1,8,,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.4,3972.25,0,0,1565.42,5537.67,Stayed,,
55246-WHI,Female,53,No,Whitehorse,11,18,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,490.55,0,0,242.13,732.68,Stayed,,
67882-MIS,Female,44,No,Mississauga,3,16,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,43.8,0,0,37.5,81.3,Joined,,
92544-THU,Male,74,Yes,Thunder Bay,5,33,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8404.9,0,120,1538.64,10063.54,Stayed,,
41611-WIN,Female,78,Yes,Winnipeg,8,5,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,81.6,2815.25,0,0,145.6,2960.85,Stayed,,
78859-TOR,Male,48,Yes,Toronto,12,9,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.5,2659.4,0,0,994.56,3653.96,Churned,Dissatisfaction,Service dissatisfaction
27828-YEL,Female,42,No,Yellowknife,3,24,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,2936.25,0,0,517.8,3454.05,Stayed,,
45922-CHA,Male,50,No,Charlottetown,3,5,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.25,4631.7,0,0,587.6,5219.3,Stayed,,
48401-KEL,Female,65,No,Kelowna,8,34,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.85,8477.7,0,0,2291.76,10769.46,Stayed,,
15763-TOR,Male,36,No,Toronto,2,23,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.65,702.05,43.76,0,296.36,954.65,Stayed,,
16921-HAL,Female,24,No,Halifax,0,8,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.35,5445.95,0,0,2513,7958.95,Stayed,,
76684-KEL,Female,50,No,Kelowna,2,3,,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.7,4616.1,0,0,1422.52,6038.62,Stayed,,
51329-WIN,Male,30,Yes,Windsor,7,19,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0,0,10.98,31.18,Churned,Price,Long distance charges
53159-SUR,Female,54,No,Surrey,14,30,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.15,220.8,0,0,186.2,407,Stayed,,
28707-HAL,Female,66,No,Halifax,14,19,,No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.7,25.7,0,0,0,25.7,Churned,Attitude,Attitude of service provider
42045-MCT,Female,48,Yes,Moncton,13,35,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.85,573.05,0,0,165.01,738.06,Stayed,,
71942-STJ,Female,33,No,St. John's,8,24,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.85,81,0,0,39.04,120.04,Churned,Competitor,Competitor made better offer
52439-HAM,Female,61,No,Hamilton,7,1,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.45,6145.85,0,0,869.42,7015.27,Churned,Competitor,Competitor offered higher download speeds
36375-SAS,Male,22,No,Saskatoon,15,2,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.85,3371,0,0,1156.05,4527.05,Stayed,,
47334-WIN,Male,30,No,Winnipeg,0,31,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.45,912,0,0,132.48,1044.48,Stayed,,
53850-HAM,Female,34,Yes,Hamilton,11,12,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1095.65,0,0,209.52,1305.17,Churned,Dissatisfaction,Product dissatisfaction
48965-VAN,Male,27,No,Vancouver,3,10,Deal 3,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,1462.6,0,0,1600.17,3062.77,Stayed,,
64753-THU,Female,27,No,Thunder Bay,9,34,Deal 5,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,703.55,0,0,327.87,1031.42,Churned,Competitor,Competitor made better offer
52755-RIC,Male,21,No,Richmond,7,11,,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,608.8,26.02,0,134.61,717.39,Churned,Dissatisfaction,Poor expertise of online support
32131-VAN,Female,37,Yes,Vancouver,14,4,,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,63.3,4189.7,40.62,0,2114.64,6263.72,Stayed,,
31800-KEL,Female,61,Yes,Kelowna,2,18,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,96.25,4990.25,0,120,2422.68,7532.93,Churned,Competitor,Competitor made better offer
88244-BRA,Female,60,No,Brampton,11,25,,No,,Yes,Cable,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.65,2070.75,0,0,0,2070.75,Stayed,,
13339-VAN,Female,33,Yes,Vancouver,15,20,Deal 2,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.7,2961.4,0,0,2613.85,5575.25,Stayed,,
18015-BRA,Female,28,Yes,Brampton,15,9,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,0,0,14.93,64.83,Joined,,
21795-BRA,Male,61,No,Brampton,1,13,,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,62.1,1096.65,0,0,548.59,1645.24,Stayed,,
57571-HAL,Male,49,Yes,Halifax,8,6,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.4,266.6,0,0,278.4,545,Stayed,,
54407-MON,Male,59,Yes,Montreal,5,29,Deal 5,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,62.05,62.05,0,10,47.83,119.88,Churned,Other,Moved
27087-STJ,Female,78,No,St. John's,6,3,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.3,6066.55,0,0,133.59,6200.14,Stayed,,
29111-SUR,Female,23,No,Surrey,11,9,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,69.35,1927.3,0,0,982.53,2909.83,Stayed,,
32634-MIS,Male,56,Yes,Mississauga,5,1,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.7,4977.2,0,0,1736.64,6713.84,Stayed,,
79587-KEL,Male,49,No,Kelowna,6,16,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,99,6994.6,0,40,3128.26,10162.86,Stayed,,
48580-BRA,Female,32,Yes,Brampton,15,30,,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5,224.85,0,0,140.8,365.65,Stayed,,
47576-TOR,Male,39,No,Toronto,10,8,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.2,6375.2,0,0,1687.26,8062.46,Stayed,,
47925-WIN,Female,26,Yes,Winnipeg,3,8,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.35,3205.6,0,0,1417.01,4622.61,Stayed,,
21044-CAL,Female,48,No,Calgary,2,14,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.15,2585.95,0,0,1199.36,3785.31,Churned,Dissatisfaction,Limited range of services
29412-THU,Female,27,Yes,Thunder Bay,12,19,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,106.4,3211.9,0,60,1274.7,4546.6,Stayed,,
55492-MIS,Female,27,Yes,Mississauga,5,15,Deal 2,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20,1087.25,0,0,1721.5,2808.75,Stayed,,
97081-SUR,Female,34,Yes,Surrey,6,18,Deal 2,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,869.9,0,0,249.9,1119.8,Stayed,,
34493-REG,Female,19,No,Regina,14,8,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.2,7723.9,48.54,0,1174.6,8849.96,Churned,Price,Price too high
86974-SUR,Female,23,No,Surrey,5,3,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,23.9,1663.5,0,0,2088.11,3751.61,Stayed,,
19806-MON,Male,29,No,Montreal,0,36,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,4895.1,10.76,0,1068.55,5952.89,Stayed,,
78149-MCT,Male,33,Yes,Moncton,5,24,Deal 4,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,468.35,0,0,0,468.35,Stayed,,
85803-MCT,Male,32,No,Moncton,8,24,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.8,344.5,0,0,249.47,593.97,Stayed,,
34174-CHA,Male,44,Yes,Charlottetown,4,2,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,220.35,0,0,224.52,444.87,Stayed,,
26714-CAL,Female,50,Yes,Calgary,5,5,,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.75,226.2,0,0,12.12,238.32,Stayed,,
38920-SAS,Female,81,Yes,Saskatoon,15,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82,1127.2,0,0,57.85,1185.05,Churned,Attitude,Attitude of support person
47967-CAL,Female,26,Yes,Calgary,8,32,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.05,333.55,0,0,166.88,500.43,Churned,Competitor,Competitor offered higher download speeds
98709-MIS,Female,56,No,Mississauga,7,35,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94,773.65,0,0,191.12,964.77,Churned,Dissatisfaction,Product dissatisfaction
73629-OTT,Male,62,Yes,Ottawa,6,16,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.05,6333.4,0,0,844.9,7178.3,Stayed,,
53349-WIN,Male,42,Yes,Winnipeg,14,20,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0,0,2609.84,9002.69,Stayed,,
74049-RIC,Male,50,Yes,Richmond,10,2,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.75,412.1,0,10,5.8,427.9,Churned,Other,Don't know
41727-STJ,Male,24,Yes,St. John's,4,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.95,1132.75,0,120,337.92,1590.67,Churned,Competitor,Competitor had better devices
21598-VAN,Female,24,No,Vancouver,7,6,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.55,5598,0,0,238.26,5836.26,Stayed,,
21981-CAL,Female,61,Yes,Calgary,4,4,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.95,1028.75,0,0,741.54,1770.29,Stayed,,
63091-MON,Female,61,Yes,Montreal,13,16,Deal 5,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.2,220.65,0,0,29.96,250.61,Stayed,,
34680-VAN,Male,71,Yes,Vancouver,14,33,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.35,7511.9,0,0,1013.6,8525.5,Stayed,,
43070-CHA,Female,39,No,Charlottetown,0,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.65,655.85,0,0,460.8,1116.65,Churned,Attitude,Attitude of support person
39419-SAS,Male,35,No,Saskatoon,12,17,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45,593.45,0,0,251.37,844.82,Churned,Competitor,Competitor made better offer
43303-OTT,Female,67,No,Ottawa,3,9,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,1637.3,0,0,566.2,2203.5,Stayed,,
49241-VAN,Female,30,Yes,Vancouver,7,3,Deal 5,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.1,60.1,0,0,23.63,83.73,Churned,Competitor,Competitor had better devices
82847-CAL,Male,63,Yes,Calgary,1,9,,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,112.95,1384.75,0,0,197.4,1582.15,Churned,Attitude,Attitude of support person
54688-YEL,Male,33,No,Yellowknife,6,8,Deal 4,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,51.5,900.5,35.34,0,792.2,1657.36,Churned,Dissatisfaction,Lack of self-service on Website
34812-MCT,Female,83,No,Moncton,12,19,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0,0,1904.76,8726.91,Churned,Competitor,Competitor had better devices
33169-KEL,Male,30,No,Kelowna,3,6,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.35,141.5,0,0,109.44,250.94,Churned,Other,Don't know
72125-CAL,Male,80,Yes,Calgary,9,13,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.65,4839.15,0,0,112.71,4951.86,Stayed,,
88827-THU,Female,34,Yes,Thunder Bay,10,21,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80,4242.35,0,0,286.62,4528.97,Churned,Dissatisfaction,Poor expertise of online support
92279-SAS,Female,40,Yes,Saskatoon,9,35,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.85,1379.6,0,0,1307.11,2686.71,Stayed,,
17593-MIS,Male,51,Yes,Mississauga,12,23,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.35,2636.05,0,0,876.4,3512.45,Churned,Dissatisfaction,Poor expertise of online support
84192-WIN,Female,60,No,Winnipeg,13,32,,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.1,531.15,0,0,32.45,563.6,Stayed,,
49430-MON,Female,44,No,Montreal,15,30,Deal 5,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.4,160.8,0,0,83.28,244.08,Churned,Price,Lack of affordable download/upload speed
21223-WIN,Female,72,Yes,Windsor,7,12,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95,2497.2,0,60,1238.38,3795.58,Churned,Price,Price too high
29428-CHA,Female,35,No,Charlottetown,0,6,,Yes,Yes,No,,,,,,,,,,One Year,No,Credit Card,23.95,1506.4,0,0,1707,3213.4,Stayed,,
15082-SAS,Female,26,No,Saskatoon,0,25,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,81.45,4983.05,14.15,0,2459.54,7428.44,Stayed,,
17283-VAN,Female,43,No,Vancouver,3,16,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,524.35,0,0,433.32,957.67,Stayed,,
28028-TOR,Female,46,No,Toronto,8,22,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,338.1,0,0,116.44,454.54,Churned,Competitor,Competitor had better devices
81257-TOR,Female,80,Yes,Toronto,2,6,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.9,4200.25,0,0,704.25,4904.5,Stayed,,
73878-WIN,Male,30,Yes,Winnipeg,13,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.15,45.15,0,0,30.92,76.07,Churned,Attitude,Attitude of support person
13443-HAM,Female,54,No,Hamilton,14,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.7,137.6,0,0,211.76,349.36,Stayed,,
26994-MCT,Female,27,No,Moncton,9,5,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,143.35,0,0,53.74,197.09,Churned,Other,Don't know
61399-CAL,Female,37,Yes,Calgary,7,17,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,24.95,1614.9,0,0,1811.52,3426.42,Stayed,,
42422-VAN,Female,52,No,Vancouver,13,25,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,106.05,3834.4,0,50,692.64,4577.04,Stayed,,
12257-THU,Female,39,No,Thunder Bay,9,1,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.55,19.55,0,0,10.2,29.75,Joined,,
26173-MON,Female,56,Yes,Montreal,15,2,Deal 2,No,,Yes,Cable,No,Yes,No,Yes,No,No,No,No,One Year,No,Mailed Check,33.55,1445.3,0,50,0,1495.3,Churned,Competitor,Competitor had better devices
96805-HAL,Male,70,No,Halifax,1,22,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,502.6,0,0,181.8,684.4,Churned,Other,Moved
52944-RIC,Female,37,No,Richmond,12,1,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,84.7,832.05,12.81,0,456.9,1276.14,Churned,Competitor,Competitor had better devices
84545-REG,Female,39,No,Regina,11,12,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83,5685.8,0,0,3008.32,8694.12,Churned,Dissatisfaction,Product dissatisfaction
74110-CHA,Male,79,No,Charlottetown,4,20,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.55,1899.65,0,0,106.2,2005.85,Churned,Competitor,Competitor had better devices
91754-OTT,Female,25,No,Ottawa,6,2,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.4,554.25,0,0,436.74,990.99,Stayed,,
78253-SAS,Male,63,No,Saskatoon,13,30,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,85,0,0,15.2,100.2,Joined,,
45174-OTT,Male,48,No,Ottawa,12,11,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.05,202.15,0,0,54.95,257.1,Stayed,,
23237-WIN,Female,24,No,Windsor,15,8,Deal 4,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.5,398.55,24.07,0,673.55,1048.03,Stayed,,
14237-MCT,Male,83,Yes,Moncton,7,2,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.45,1789.65,0,0,2644.75,4434.4,Stayed,,
